Normal Inferred Class,Normal Encode Time,Normal Distance Time,Omen Dim Use,Omen Inferred Class,Omen Encode Time,Omen Distance Time,Omen Test Time,Absolute Dim Used,Absolute Inferred Class,Absolute Time,Diff Dim Used,Diff Inferred Class,Diff Time,Mean Dim Used,Mean Inferred Class,Mean Time,Actual Class
2,243.5,0.1,17,2,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,10,2,15.4,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,14,2,21.6,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,8,2,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,14,2,21.7,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,17,2,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,16,2,24.7,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,26,2,40.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,9,2,13.9,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,19,2,29.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,9,2,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.0,14,2,21.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,26,2,40.5,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,15,2,23.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,10,2,15.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,9,2,13.9,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
1,243.4,0.1,26,1,40.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,76,1,117.8,0.1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,17,1,26.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,18,1,27.7,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,17,1,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,17,1,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,44,1,68.3,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.3,0.1,11,1,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,157,0,243.1,0.1,2.5,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.5,0.1,35,1,54.5,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,39,1,60.5,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.5,0.1,157,0,243.3,0.1,2.3,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,15,0,23.1,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,85,0,131.6,0.2,1.2,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,98,0,151.7,0.0,1.6,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.4,0.2,2.2,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.5,0.1,24,0,36.9,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,9,0,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,157,0,243.6,0.0,2.2,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,42,1,65.2,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,21,1,32.7,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,157,0,243.4,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
4,243.4,0.1,18,4,28.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,38,4,59.0,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,157,3,243.5,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,81,3,125.8,0.0,0.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,31,4,48.1,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,35,4,54.6,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.6,0.2,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,48,4,74.3,0.1,0.6,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,13,4,20.1,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,8,4,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.7,0.1,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,9,4,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,157,4,243.6,0.1,2.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,36,4,55.6,0.1,0.6,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,36,4,55.4,0.0,0.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.3,0.1,2.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,157,4,243.5,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,74,4,115.2,0.2,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,28,4,43.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,28,4,43.3,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,29,4,44.7,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,60,4,93.1,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,18,4,28.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,63,4,98.0,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,30,4,46.6,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,18,3,27.8,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,23,3,35.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,24,3,37.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,26,3,40.0,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,18,3,27.7,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,22,3,34.0,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,13,3,20.2,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,21,3,32.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,25,3,39.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,22,3,33.9,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,11,3,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,50,3,77.3,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,157,4,243.3,0.1,2.3,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,157,4,243.5,0.2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,11,3,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,157,4,243.5,0.0,2.2,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,17,3,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.6,0.0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.4,0.3,1.9,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,54,3,83.4,0.1,0.9,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,8,3,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,35,3,54.2,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,36,3,56.1,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,3
5,243.4,0.1,53,5,82.4,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,27,5,41.5,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,12,5,18.5,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,31,5,48.1,0.1,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.3,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,133,5,206.3,0.0,1.8,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,81,5,125.8,0.0,0.9,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,18,5,27.8,0.1,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,61,5,94.4,0.1,0.9,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,114,5,176.8,0.2,1.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,29,5,45.0,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,36,5,55.8,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,42,5,65.1,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,19,5,29.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,17,5,26.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,11,5,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
0,243.4,0.1,95,0,147.3,0.0,1.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,26,0,40.5,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,10,0,15.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,13,0,20.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.3,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,18,0,28.0,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.0,30,0,46.6,0.1,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,30,0,46.3,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,37.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,23,0,35.5,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,20,0,31.1,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,17,0,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,13,0,20.3,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,40,0,62.1,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,37.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,26,0,40.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,23,0,35.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,17,0,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.2,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,21,0,32.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,22,0,34.3,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,157,0,243.5,0.0,2.2,0,0,0.0,0,0,0.0,0,0,0.0,2
1,243.4,0.1,157,1,243.7,0.1,1.9,0,0,0.0,0,0,0.0,0,0,0.0,2
1,243.4,0.1,29,0,44.7,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.3,0.1,157,0,243.3,0.2,2.2,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,44,2,68.1,0.1,0.6,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.5,0.1,16,0,24.6,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,69,0,107.1,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,94,0,145.6,0.1,1.4,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,157,0,243.5,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,54,0,83.9,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,23,0,35.8,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,26,0,40.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,78,0,121.0,0.0,1.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,8,2,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,37,2,57.4,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,27,2,42.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,17,1,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,9,0,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.4,0.1,9,0,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
0,243.5,0.1,36,0,56.2,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,45,2,69.9,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
1,243.4,0.1,157,1,243.4,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,89,0,138.1,0.0,1.2,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,157,0,243.4,0.0,2.4,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,13,0,20.3,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,96,0,148.8,0.1,1.3,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,75,0,116.4,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.5,0.1,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.3,0.1,145,1,224.8,0.1,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,11,1,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,11,1,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,15,1,23.3,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,66,1,102.5,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,98,1,152.0,0.2,1.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,156,1,241.7,0.0,2.4,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.5,0.2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,94,1,146.0,0.0,1.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,67,0,104.0,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,126,1,195.3,0.1,1.7,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,155,1,240.3,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,142,1,220.4,0.2,1.6,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.5,0.1,157,1,243.4,0.3,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,92,0,142.7,0.1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,11,1,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.2,0.3,2.3,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.6,0.0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,30,0,46.8,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.5,0.1,157,1,243.5,0.2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.5,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,157,3,243.7,0.0,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,157,3,243.6,0.2,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,10,4,15.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,145,4,225.0,0.1,1.8,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.2,0.3,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,63,4,97.6,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,39,4,60.5,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,53,4,82.1,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,84,4,130.0,0.2,1.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,54,4,83.8,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,22,4,33.8,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,24,4,37.0,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,29,4,45.0,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.5,0.3,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,96,4,149.0,0.1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,22,4,34.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,13,4,20.1,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.6,0.1,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,155,4,240.0,0.1,2.5,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,16,3,25.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,16,3,24.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.7,0.0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.3,0.1,24,3,37.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.2,0.2,2.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,65,4,100.6,0.1,0.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,50,4,77.5,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,157,3,241.2,0.1,4.5,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,86,3,132.2,0.0,2.4,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,18,3,28.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,52,3,80.7,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,24,3,36.9,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,20,3,30.8,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,10,3,15.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,15,3,23.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,16,3,25.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,11,3,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,31,3,48.1,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,32,3,49.6,0.1,0.2,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,8,3,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,18,3,28.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,9,4,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,54,3,83.9,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,157,4,243.3,0.0,2.3,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,157,4,243.5,0.1,2.1,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,157,4,243.4,0.0,2.3,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,66,4,102.5,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,58,3,89.8,0.2,0.7,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,92,3,142.4,0.2,1.3,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,63,3,97.6,0.1,0.9,0,0,0.0,0,0,0.0,0,0,0.0,3
5,243.4,0.1,77,5,119.9,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,33,5,51.5,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,30,5,46.5,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,66,5,102.1,0.0,1.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,32,5,49.7,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,16,5,24.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,12,5,18.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,42,5,65.4,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
